collected_at,tuerkheim_q_m3s,tuerkheim_time,oberhausen_q_m3s,oberhausen_q_time,oberhausen_w_cm,oberhausen_w_time,rain_kempten_mm,rain_marktoberdorf_mm,rain_augsburg_mm,temp_kempten_c,forecast_rain_kempten_24h_mm,forecast_rain_kempten_6h_mm,biessenhofen_q_m3s,biessenhofen_q_time,biessenhofen_w_cm,biessenhofen_w_time,gruentensee_w_mnn,gruentensee_w_time,rain_oberjoch_mm,rain_kaufbeuren_mm,temp_oberjoch_c,forecast_rain_oberjoch_24h_mm,forecast_rain_oberjoch_6h_mm,singold_q_m3s,singold_q_time,singold_w_cm,singold_w_time,rain_bobingen_mm,hnd_rain_hindelang_mm,hnd_rain_hindelang_time,hnd_rain_buchloe_mm,hnd_rain_buchloe_time,hnd_rain_schwabmuenchen_mm,hnd_rain_schwabmuenchen_time,forecast_rain_nesselwang_6h_mm,forecast_rain_nesselwang_24h_mm,forecast_rain_marktoberdorf_6h_mm,forecast_rain_marktoberdorf_24h_mm,forecast_rain_bad_woerishofen_6h_mm,forecast_rain_bad_woerishofen_24h_mm,forecast_rain_tuerkheim_6h_mm,forecast_rain_tuerkheim_24h_mm,forecast_rain_schwabmuenchen_6h_mm,forecast_rain_schwabmuenchen_24h_mm,forecast_rain_bobingen_6h_mm,forecast_rain_bobingen_24h_mm,soil_moist_oberjoch_0_to_7cm,soil_moist_oberjoch_7_to_28cm,soil_moist_oberjoch_28_to_100cm,soil_moist_oberjoch_100_to_255cm,soil_moist_kaufbeuren_0_to_7cm,soil_moist_kaufbeuren_7_to_28cm,soil_moist_kaufbeuren_28_to_100cm,soil_moist_kaufbeuren_100_to_255cm,soil_moisture_time,tuerkheim_w_cm,tuerkheim_w_time,haslach_q_m3s,haslach_q_time,haslach_w_cm,haslach_w_time,wertach_q_m3s,wertach_q_time,wertach_w_cm,wertach_w_time,sebastianskapelle_q_m3s,sebastianskapelle_q_time,sebastianskapelle_w_cm,sebastianskapelle_w_time,thalhofen_q_m3s,thalhofen_q_time,thalhofen_w_cm,thalhofen_w_time,forecast_area_rain_start_date,forecast_area_rain_d0_mm,forecast_area_rain_d1_mm,forecast_area_rain_d2_mm,forecast_area_rain_d3_mm,forecast_area_rain_d4_mm,forecast_area_rain_d5_mm,forecast_area_rain_d6_mm,forecast_area_rain_d7_mm,grundwasser_bobingen_ue_nn_m,grundwasser_bobingen_flurabstand_m,grundwasser_bobingen_time
2026-08-23T02:07:30.636891+00:00,4.18,2026-08-23T04:00:00,2.94,2026-08-23T04:00:00,51.0,2026-08-23T04:00:00,0.0,0.0,0.0,8.5,,,1.73,2026-08-23T04:00:00,76.0,2026-08-23T04:00:00,875.47,2026-08-23T04:00:00,0.0,0.0,8.7,0.0,0.0,0.937,2026-08-23T04:00:00,57.0,2026-08-23T04:00:00,0.0,0.0,2026-08-23T03:50:00,0.0,2026-08-23T03:55:00,0.0,2026-08-23T04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.204,0.151,0.333,0.288,0.198,0.155,0.284,2026-08-23T02:00,58.0,2026-08-23T04:00:00,0.884,2026-08-23T04:00:00,53.0,2026-08-23T04:00:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T04:00:00,33.0,2026-08-23T04:00:00,1.93,2026-08-23T04:00:00,34.0,2026-08-23T04:00:00,2026-08-23,0.0,0.0,2.74,0.0,0.1,1.51,7.65,0.24,503.23,13.37,2026-08-22T11:00:00
2026-08-23T02:12:15.211101+00:00,4.18,2026-08-23T04:00:00,2.94,2026-08-23T04:00:00,51.0,2026-08-23T04:00:00,0.0,0.0,0.0,8.5,,,1.73,2026-08-23T04:00:00,76.0,2026-08-23T04:00:00,875.47,2026-08-23T04:00:00,0.0,0.0,8.7,0.0,0.0,0.937,2026-08-23T04:00:00,57.0,2026-08-23T04:00:00,0.0,0.0,2026-08-23T03:55:00,0.0,2026-08-23T03:55:00,0.0,2026-08-23T04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.204,0.151,0.333,0.288,0.198,0.155,0.284,2026-08-23T02:00,58.0,2026-08-23T04:00:00,0.884,2026-08-23T04:00:00,53.0,2026-08-23T04:00:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T04:00:00,33.0,2026-08-23T04:00:00,1.93,2026-08-23T04:00:00,34.0,2026-08-23T04:00:00,2026-08-23,0.0,0.0,2.74,0.0,0.1,1.51,7.65,0.24,503.23,13.37,2026-08-22T11:00:00
2026-08-23T02:15:00+00:00,4.18,2026-08-23T04:15:00,2.94,2026-08-23T04:15:00,51.0,2026-08-23T04:15:00,0.0,0.0,0.0,10.0,,,1.73,2026-08-23T04:15:00,76.0,2026-08-23T04:15:00,,,0.0,0.0,7.1,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.294,0.204,0.151,0.333,0.287,0.198,0.155,0.284,,58.0,2026-08-23T04:15:00,0.884,2026-08-23T04:15:00,53.0,2026-08-23T04:15:00,0.5,2026-08-23T04:15:00,20.0,2026-08-23T04:15:00,0.446,2026-08-23T04:15:00,33.0,2026-08-23T04:15:00,1.93,2026-08-23T04:15:00,34.0,2026-08-23T04:15:00,,,,,,,,,,,,
2026-08-23T02:17:19.880220+00:00,4.18,2026-08-23T04:00:00,2.94,2026-08-23T04:00:00,51.0,2026-08-23T04:00:00,0.0,0.0,0.0,8.3,,,1.73,2026-08-23T04:00:00,76.0,2026-08-23T04:00:00,875.47,2026-08-23T04:00:00,0.0,0.0,8.7,0.0,0.0,0.937,2026-08-23T04:00:00,57.0,2026-08-23T04:00:00,0.0,0.0,2026-08-23T04:00:00,0.0,2026-08-23T03:55:00,0.0,2026-08-23T04:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.204,0.151,0.333,0.288,0.198,0.155,0.284,2026-08-23T02:00,58.0,2026-08-23T04:00:00,0.884,2026-08-23T04:00:00,53.0,2026-08-23T04:00:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T04:00:00,33.0,2026-08-23T04:00:00,1.93,2026-08-23T04:15:00,34.0,2026-08-23T04:15:00,2026-08-23,0.0,0.0,2.74,0.0,0.1,1.51,7.65,0.24,503.23,13.37,2026-08-22T11:00:00
2026-08-23T02:30:00+00:00,4.18,2026-08-23T04:30:00,2.94,2026-08-23T04:30:00,51.0,2026-08-23T04:30:00,0.0,0.0,0.0,10.0,,,1.73,2026-08-23T04:30:00,76.0,2026-08-23T04:30:00,,,0.0,0.0,7.1,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.294,0.204,0.151,0.333,0.287,0.198,0.155,0.284,,58.0,2026-08-23T04:30:00,0.884,2026-08-23T04:30:00,53.0,2026-08-23T04:30:00,0.5,2026-08-23T04:30:00,20.0,2026-08-23T04:30:00,0.446,2026-08-23T04:30:00,33.0,2026-08-23T04:30:00,1.93,2026-08-23T04:30:00,34.0,2026-08-23T04:30:00,,,,,,,,,,,,
2026-08-23T02:45:00+00:00,4.18,2026-08-23T04:45:00,2.94,2026-08-23T04:45:00,51.0,2026-08-23T04:45:00,0.0,0.0,0.0,10.0,,,1.73,2026-08-23T04:45:00,76.0,2026-08-23T04:45:00,,,0.0,0.0,7.1,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.294,0.204,0.151,0.333,0.287,0.198,0.155,0.284,,58.0,2026-08-23T04:45:00,0.884,2026-08-23T04:45:00,53.0,2026-08-23T04:45:00,0.5,2026-08-23T04:45:00,20.0,2026-08-23T04:45:00,0.446,2026-08-23T04:45:00,33.0,2026-08-23T04:45:00,1.93,2026-08-23T04:45:00,34.0,2026-08-23T04:45:00,,,,,,,,,,,,
2026-08-23T03:13:16.489193+00:00,3.94,2026-08-23T05:00:00,2.94,2026-08-23T05:00:00,51.0,2026-08-23T05:00:00,0.0,0.0,0.0,7.8,,,1.73,2026-08-23T05:00:00,76.0,2026-08-23T05:00:00,875.47,2026-08-23T05:00:00,0.0,0.0,8.6,0.0,0.0,0.86,2026-08-23T05:00:00,55.0,2026-08-23T05:00:00,0.0,0.0,2026-08-23T05:00:00,0.0,2026-08-23T04:55:00,0.0,2026-08-23T05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.204,0.151,0.333,0.287,0.198,0.155,0.284,2026-08-23T03:00,57.0,2026-08-23T05:00:00,0.884,2026-08-23T05:00:00,53.0,2026-08-23T05:00:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T05:00:00,33.0,2026-08-23T05:00:00,1.93,2026-08-23T05:00:00,34.0,2026-08-23T05:00:00,2026-08-23,0.0,0.0,2.74,0.0,0.1,1.51,7.65,0.24,503.23,13.37,2026-08-22T11:00:00
2026-08-23T03:27:31.013767+00:00,3.94,2026-08-23T05:15:00,2.94,2026-08-23T05:15:00,51.0,2026-08-23T05:15:00,0.0,0.0,0.0,7.7,,,1.73,2026-08-23T05:15:00,76.0,2026-08-23T05:15:00,875.47,2026-08-23T05:15:00,0.0,0.0,8.6,0.0,0.0,0.897,2026-08-23T05:15:00,56.0,2026-08-23T05:15:00,0.0,0.0,2026-08-23T05:10:00,0.0,2026-08-23T04:55:00,0.0,2026-08-23T05:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.204,0.151,0.333,0.287,0.198,0.155,0.284,2026-08-23T03:00,57.0,2026-08-23T05:15:00,0.884,2026-08-23T05:15:00,53.0,2026-08-23T05:15:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T05:15:00,33.0,2026-08-23T05:15:00,1.93,2026-08-23T05:15:00,34.0,2026-08-23T05:15:00,2026-08-23,0.0,0.0,2.74,0.0,0.1,1.51,7.65,0.24,503.23,13.37,2026-08-22T11:00:00
2026-08-23T03:32:49.377307+00:00,3.94,2026-08-23T05:15:00,6.26,2026-08-23T05:30:00,67.0,2026-08-23T05:30:00,0.0,0.0,0.0,7.6,,,1.73,2026-08-23T05:15:00,76.0,2026-08-23T05:15:00,875.47,2026-08-23T05:15:00,0.0,0.0,8.6,0.0,0.0,0.937,2026-08-23T05:30:00,57.0,2026-08-23T05:30:00,0.0,0.0,2026-08-23T05:15:00,0.0,2026-08-23T05:25:00,0.0,2026-08-23T05:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.204,0.151,0.333,0.287,0.198,0.155,0.284,2026-08-23T03:00,57.0,2026-08-23T05:15:00,0.884,2026-08-23T05:15:00,53.0,2026-08-23T05:15:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T05:15:00,33.0,2026-08-23T05:15:00,1.93,2026-08-23T05:15:00,34.0,2026-08-23T05:15:00,2026-08-23,0.0,0.0,2.74,0.0,0.1,1.51,7.65,0.24,503.23,13.37,2026-08-22T11:00:00
2026-08-23T03:40:28.994454+00:00,3.94,2026-08-23T05:30:00,2.94,2026-08-23T05:30:00,51.0,2026-08-23T05:30:00,0.0,0.0,0.0,7.6,,,1.73,2026-08-23T05:30:00,76.0,2026-08-23T05:30:00,875.47,2026-08-23T05:30:00,0.0,0.0,8.6,0.0,0.0,0.937,2026-08-23T05:30:00,57.0,2026-08-23T05:30:00,0.0,0.0,2026-08-23T05:25:00,0.0,2026-08-23T05:25:00,0.0,2026-08-23T05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.204,0.151,0.333,0.287,0.198,0.155,0.284,2026-08-23T03:00,57.0,2026-08-23T05:30:00,0.884,2026-08-23T05:30:00,53.0,2026-08-23T05:30:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T05:30:00,33.0,2026-08-23T05:30:00,1.93,2026-08-23T05:30:00,34.0,2026-08-23T05:30:00,2026-08-23,0.0,0.0,2.74,0.0,0.1,1.51,7.65,0.24,503.23,13.37,2026-08-22T11:00:00
2026-08-23T03:59:55.512511+00:00,4.18,2026-08-23T05:45:00,2.94,2026-08-23T05:45:00,51.0,2026-08-23T05:45:00,0.0,0.0,0.0,7.5,,,1.73,2026-08-23T05:45:00,76.0,2026-08-23T05:45:00,875.47,2026-08-23T05:45:00,0.0,0.0,8.6,0.0,0.0,0.937,2026-08-23T05:45:00,57.0,2026-08-23T05:45:00,0.0,0.0,2026-08-23T05:45:00,0.0,2026-08-23T05:55:00,0.0,2026-08-23T05:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,58.0,2026-08-23T05:45:00,0.884,2026-08-23T05:45:00,53.0,2026-08-23T05:45:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T05:45:00,33.0,2026-08-23T05:45:00,1.93,2026-08-23T05:45:00,34.0,2026-08-23T05:45:00,,,,,,,,,,503.23,13.37,2026-08-22T11:00:00
2026-08-23T04:08:13.664086+00:00,4.18,2026-08-23T06:00:00,2.94,2026-08-23T06:00:00,51.0,2026-08-23T06:00:00,0.0,0.0,0.0,7.5,,,1.73,2026-08-23T06:00:00,76.0,2026-08-23T06:00:00,875.47,2026-08-23T06:00:00,0.0,0.0,8.6,0.0,0.0,0.937,2026-08-23T06:00:00,57.0,2026-08-23T06:00:00,0.0,0.0,2026-08-23T05:55:00,0.0,2026-08-23T05:55:00,0.0,2026-08-23T05:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.204,0.151,0.333,0.287,0.198,0.155,0.284,2026-08-23T04:00,58.0,2026-08-23T06:00:00,0.884,2026-08-23T06:00:00,53.0,2026-08-23T06:00:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T06:00:00,33.0,2026-08-23T06:00:00,1.93,2026-08-23T06:00:00,34.0,2026-08-23T06:00:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T04:20:33.072094+00:00,4.18,2026-08-23T06:15:00,2.94,2026-08-23T06:15:00,51.0,2026-08-23T06:15:00,0.0,0.0,0.0,7.4,,,1.9,2026-08-23T06:15:00,77.0,2026-08-23T06:15:00,875.47,2026-08-23T06:15:00,0.0,0.0,8.6,0.0,0.0,0.897,2026-08-23T06:15:00,56.0,2026-08-23T06:15:00,0.0,0.0,2026-08-23T06:05:00,0.0,2026-08-23T05:55:00,0.0,2026-08-23T06:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.204,0.151,0.333,0.287,0.198,0.155,0.284,2026-08-23T04:00,58.0,2026-08-23T06:15:00,0.884,2026-08-23T06:15:00,53.0,2026-08-23T06:15:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T06:15:00,33.0,2026-08-23T06:15:00,1.93,2026-08-23T06:15:00,34.0,2026-08-23T06:15:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T04:26:06.251561+00:00,4.18,2026-08-23T06:15:00,2.94,2026-08-23T06:15:00,51.0,2026-08-23T06:15:00,0.0,0.0,0.0,7.3,,,1.9,2026-08-23T06:15:00,77.0,2026-08-23T06:15:00,875.47,2026-08-23T06:15:00,0.0,0.0,8.3,0.0,0.0,0.897,2026-08-23T06:15:00,56.0,2026-08-23T06:15:00,0.0,0.0,2026-08-23T06:10:00,0.0,2026-08-23T05:55:00,0.0,2026-08-23T06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.204,0.151,0.333,0.287,0.198,0.155,0.284,2026-08-23T04:00,58.0,2026-08-23T06:15:00,0.884,2026-08-23T06:15:00,53.0,2026-08-23T06:15:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T06:15:00,33.0,2026-08-23T06:15:00,1.93,2026-08-23T06:15:00,34.0,2026-08-23T06:15:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T04:30:00+00:00,3.94,2026-08-23T06:30:00,2.94,2026-08-23T06:30:00,51.0,2026-08-23T06:30:00,0.0,0.0,0.0,9.4,,,1.9,2026-08-23T06:30:00,77.0,2026-08-23T06:30:00,,,0.0,0.0,6.2,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.292,0.205,0.151,0.333,0.285,0.198,0.155,0.284,,57.0,2026-08-23T06:30:00,0.884,2026-08-23T06:30:00,53.0,2026-08-23T06:30:00,0.454,2026-08-23T06:30:00,19.0,2026-08-23T06:30:00,0.446,2026-08-23T06:30:00,33.0,2026-08-23T06:30:00,1.93,2026-08-23T06:30:00,34.0,2026-08-23T06:30:00,,,,,,,,,,,,
2026-08-23T04:49:38.482553+00:00,3.94,2026-08-23T06:45:00,2.94,2026-08-23T06:45:00,51.0,2026-08-23T06:45:00,0.0,0.0,0.0,7.3,,,1.9,2026-08-23T06:45:00,77.0,2026-08-23T06:45:00,875.47,2026-08-23T06:45:00,0.0,0.0,8.4,0.0,0.0,0.937,2026-08-23T06:45:00,57.0,2026-08-23T06:45:00,0.0,0.0,2026-08-23T06:35:00,0.0,2026-08-23T06:25:00,0.0,2026-08-23T06:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.204,0.151,0.333,0.287,0.198,0.155,0.284,2026-08-23T04:00,57.0,2026-08-23T06:45:00,0.884,2026-08-23T06:45:00,53.0,2026-08-23T06:45:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T06:45:00,33.0,2026-08-23T06:45:00,1.93,2026-08-23T06:45:00,34.0,2026-08-23T06:45:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T04:58:44.727958+00:00,3.94,2026-08-23T06:45:00,2.94,2026-08-23T06:45:00,51.0,2026-08-23T06:45:00,0.0,0.0,0.0,7.3,,,1.9,2026-08-23T06:45:00,77.0,2026-08-23T06:45:00,875.47,2026-08-23T06:45:00,0.0,0.0,8.4,0.0,0.0,0.937,2026-08-23T06:45:00,57.0,2026-08-23T06:45:00,0.0,0.0,2026-08-23T06:40:00,0.0,2026-08-23T06:25:00,0.0,2026-08-23T06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.204,0.151,0.333,0.287,0.198,0.155,0.284,2026-08-23T04:00,57.0,2026-08-23T06:45:00,0.884,2026-08-23T06:45:00,53.0,2026-08-23T06:45:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T06:45:00,33.0,2026-08-23T06:45:00,1.93,2026-08-23T06:45:00,34.0,2026-08-23T06:45:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T05:05:31.069524+00:00,4.18,2026-08-23T07:00:00,2.94,2026-08-23T07:00:00,51.0,2026-08-23T07:00:00,0.0,0.0,0.0,7.4,,,1.9,2026-08-23T07:00:00,77.0,2026-08-23T07:00:00,875.47,2026-08-23T07:00:00,0.0,0.0,8.6,0.0,0.0,0.937,2026-08-23T07:00:00,57.0,2026-08-23T07:00:00,0.0,0.0,2026-08-23T06:50:00,,,0.0,2026-08-23T06:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.205,0.151,0.333,0.286,0.198,0.155,0.284,2026-08-23T05:00,58.0,2026-08-23T07:00:00,0.884,2026-08-23T07:00:00,53.0,2026-08-23T07:00:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T07:00:00,33.0,2026-08-23T07:00:00,1.93,2026-08-23T07:00:00,34.0,2026-08-23T07:00:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T05:18:47.672263+00:00,4.18,2026-08-23T07:15:00,2.94,2026-08-23T07:15:00,51.0,2026-08-23T07:15:00,0.0,0.0,0.0,7.6,,,1.9,2026-08-23T07:15:00,77.0,2026-08-23T07:15:00,875.47,2026-08-23T07:15:00,0.0,0.0,9.0,0.0,0.0,0.86,2026-08-23T07:15:00,55.0,2026-08-23T07:15:00,0.0,0.0,2026-08-23T06:55:00,,,0.0,2026-08-23T07:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.205,0.151,0.333,0.286,0.198,0.155,0.284,2026-08-23T05:00,58.0,2026-08-23T07:15:00,0.884,2026-08-23T07:15:00,53.0,2026-08-23T07:15:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T07:15:00,33.0,2026-08-23T07:15:00,1.93,2026-08-23T07:15:00,34.0,2026-08-23T07:15:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T05:42:37.537192+00:00,3.94,2026-08-23T07:30:00,2.94,2026-08-23T07:30:00,51.0,2026-08-23T07:30:00,0.0,0.0,0.0,7.8,,,1.9,2026-08-23T07:30:00,77.0,2026-08-23T07:30:00,875.47,2026-08-23T07:30:00,0.0,0.0,9.5,0.0,0.0,0.86,2026-08-23T07:30:00,55.0,2026-08-23T07:30:00,0.0,0.0,2026-08-23T07:25:00,0.0,2026-08-23T07:25:00,0.0,2026-08-23T07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.205,0.151,0.333,0.286,0.198,0.155,0.284,2026-08-23T05:00,57.0,2026-08-23T07:30:00,0.884,2026-08-23T07:30:00,53.0,2026-08-23T07:30:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T07:30:00,33.0,2026-08-23T07:30:00,1.93,2026-08-23T07:30:00,34.0,2026-08-23T07:30:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T05:52:25.923554+00:00,3.94,2026-08-23T07:45:00,2.94,2026-08-23T07:45:00,51.0,2026-08-23T07:45:00,0.0,0.0,0.0,8.1,,,1.9,2026-08-23T07:45:00,77.0,2026-08-23T07:45:00,875.47,2026-08-23T07:45:00,0.0,0.0,10.0,0.0,0.0,0.86,2026-08-23T07:45:00,55.0,2026-08-23T07:45:00,0.0,0.0,2026-08-23T07:35:00,0.0,2026-08-23T07:25:00,0.0,2026-08-23T07:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.205,0.151,0.333,0.286,0.198,0.155,0.284,2026-08-23T05:00,57.0,2026-08-23T07:45:00,0.884,2026-08-23T07:45:00,53.0,2026-08-23T07:45:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T07:45:00,33.0,2026-08-23T07:45:00,1.93,2026-08-23T07:45:00,34.0,2026-08-23T07:45:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T05:59:27.278778+00:00,3.94,2026-08-23T07:45:00,2.94,2026-08-23T07:45:00,51.0,2026-08-23T07:45:00,0.0,0.0,0.0,8.1,,,1.9,2026-08-23T07:45:00,77.0,2026-08-23T07:45:00,875.47,2026-08-23T07:45:00,0.0,0.0,10.0,0.0,0.0,0.86,2026-08-23T07:45:00,55.0,2026-08-23T07:45:00,0.0,0.0,2026-08-23T07:45:00,0.0,2026-08-23T07:25:00,0.0,2026-08-23T07:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.205,0.151,0.333,0.286,0.198,0.155,0.284,2026-08-23T05:00,57.0,2026-08-23T07:45:00,0.884,2026-08-23T07:45:00,53.0,2026-08-23T07:45:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T07:45:00,33.0,2026-08-23T07:45:00,1.93,2026-08-23T07:45:00,34.0,2026-08-23T07:45:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T06:00:00+00:00,3.94,2026-08-23T08:00:00,2.94,2026-08-23T08:00:00,51.0,2026-08-23T08:00:00,0.0,0.0,0.0,11.3,,,1.9,2026-08-23T08:00:00,77.0,2026-08-23T08:00:00,,,0.0,0.0,9.6,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.302,0.208,0.151,0.333,0.279,0.194,0.155,0.284,,57.0,2026-08-23T08:00:00,0.884,2026-08-23T08:00:00,53.0,2026-08-23T08:00:00,0.454,2026-08-23T08:00:00,19.0,2026-08-23T08:00:00,0.446,2026-08-23T08:00:00,33.0,2026-08-23T08:00:00,1.93,2026-08-23T08:00:00,34.0,2026-08-23T08:00:00,,,,,,,,,,,,
2026-08-23T06:21:25.008437+00:00,3.94,2026-08-23T08:15:00,2.94,2026-08-23T08:15:00,51.0,2026-08-23T08:15:00,0.0,0.0,0.0,9.1,,,1.9,2026-08-23T08:15:00,77.0,2026-08-23T08:15:00,875.47,2026-08-23T08:15:00,0.0,0.0,10.9,0.0,0.0,0.937,2026-08-23T08:15:00,57.0,2026-08-23T08:15:00,0.0,0.0,2026-08-23T08:05:00,0.0,2026-08-23T07:55:00,0.0,2026-08-23T08:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.205,0.151,0.333,0.285,0.198,0.155,0.284,2026-08-23T06:00,57.0,2026-08-23T08:15:00,0.884,2026-08-23T08:15:00,53.0,2026-08-23T08:15:00,0.549,2026-08-23T00:30:00,21.0,2026-08-23T00:30:00,0.446,2026-08-23T08:15:00,33.0,2026-08-23T08:15:00,1.93,2026-08-23T08:15:00,34.0,2026-08-23T08:15:00,2026-08-23,0.0,0.0,2.98,0.0,0.0,13.77,2.91,0.16,503.23,13.37,2026-08-22T11:00:00
2026-08-23T06:30:00+00:00,3.94,2026-08-23T08:30:00,2.94,2026-08-23T08:30:00,51.0,2026-08-23T08:30:00,0.0,0.0,0.0,11.3,,,1.9,2026-08-23T08:30:00,77.0,2026-08-23T08:30:00,,,0.0,0.0,9.6,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.302,0.208,0.151,0.333,0.279,0.194,0.155,0.284,,57.0,2026-08-23T08:30:00,0.884,2026-08-23T08:30:00,53.0,2026-08-23T08:30:00,0.454,2026-08-23T08:30:00,19.0,2026-08-23T08:30:00,0.446,2026-08-23T08:30:00,33.0,2026-08-23T08:30:00,1.93,2026-08-23T08:30:00,34.0,2026-08-23T08:30:00,,,,,,,,,,,,
