time,fabrikkanal_q_m3s
2026-03-01T15:45:00,22.528
2026-03-01T16:00:00,22.533
2026-03-01T16:15:00,22.52
2026-03-01T16:30:00,22.523
2026-03-01T16:45:00,22.517
2026-03-01T17:00:00,22.512
2026-03-01T17:15:00,22.516
2026-03-01T17:30:00,22.515
2026-03-01T17:45:00,22.505
2026-03-01T18:00:00,22.5
2026-03-01T18:15:00,22.469
2026-03-01T18:30:00,22.463
2026-03-01T18:45:00,22.494
2026-03-01T19:00:00,22.496
2026-03-01T19:15:00,22.496
2026-03-01T19:30:00,22.498
2026-03-01T19:45:00,22.498
2026-03-01T20:00:00,22.497
2026-03-01T20:15:00,22.498
2026-03-01T20:30:00,22.497
2026-03-01T20:45:00,22.497
2026-03-01T21:00:00,22.497
2026-03-01T21:15:00,22.487
2026-03-01T21:30:00,22.481
2026-03-01T21:45:00,22.474
2026-03-01T22:00:00,22.471
2026-03-01T22:15:00,22.479
2026-03-01T22:30:00,22.465
2026-03-01T22:45:00,22.461
2026-03-01T23:00:00,22.461
2026-03-01T23:15:00,22.462
2026-03-01T23:30:00,22.461
2026-03-01T23:45:00,22.454
2026-03-02T00:00:00,22.491
2026-03-02T00:15:00,22.475
2026-03-02T00:30:00,22.458
2026-03-02T00:45:00,22.5
2026-03-02T01:00:00,22.508
2026-03-02T01:15:00,22.528
2026-03-02T01:30:00,22.53
2026-03-02T01:45:00,22.519
2026-03-02T02:00:00,22.519
2026-03-02T02:15:00,22.525
2026-03-02T02:30:00,22.526
2026-03-02T02:45:00,22.525
2026-03-02T03:00:00,22.524
2026-03-02T03:15:00,22.522
2026-03-02T03:30:00,22.523
2026-03-02T03:45:00,22.524
2026-03-02T04:00:00,22.524
2026-03-02T04:15:00,22.523
2026-03-02T04:30:00,22.519
2026-03-02T04:45:00,22.516
2026-03-02T05:00:00,22.514
2026-03-02T05:15:00,22.511
2026-03-02T05:30:00,22.505
2026-03-02T05:45:00,22.511
2026-03-02T06:00:00,22.53
2026-03-02T06:15:00,22.5
2026-03-02T06:30:00,22.467
2026-03-02T06:45:00,22.513
2026-03-02T07:00:00,22.521
2026-03-02T07:15:00,22.498
2026-03-02T07:30:00,22.492
2026-03-02T07:45:00,22.492
2026-03-02T08:00:00,22.5
2026-03-02T08:15:00,22.497
2026-03-02T08:30:00,22.491
2026-03-02T08:45:00,22.466
2026-03-02T09:00:00,22.532
2026-03-02T09:15:00,22.522
2026-03-02T09:30:00,22.503
2026-03-02T09:45:00,22.523
2026-03-02T10:00:00,22.541
2026-03-02T10:15:00,22.542
2026-03-02T10:30:00,22.534
2026-03-02T10:45:00,22.545
2026-03-02T11:00:00,22.55
2026-03-02T11:15:00,23.29
2026-03-02T11:30:00,23.997
2026-03-02T11:45:00,23.996
2026-03-02T12:00:00,24.004
2026-03-02T12:15:00,24.035
2026-03-02T12:30:00,24.032
2026-03-02T12:45:00,23.995
2026-03-02T13:00:00,24.012
2026-03-02T13:15:00,24.047
2026-03-02T13:30:00,24.016
2026-03-02T13:45:00,24.025
2026-03-02T14:00:00,23.964
2026-03-02T14:15:00,23.987
2026-03-02T14:30:00,24.035
2026-03-02T14:45:00,24.025
2026-03-02T15:00:00,24.044
2026-03-02T15:15:00,24.054
2026-03-02T15:30:00,24.047
2026-03-02T15:45:00,24.007
2026-03-02T16:00:00,23.952
2026-03-02T16:15:00,24.039
2026-03-02T16:30:00,23.98
2026-03-02T16:45:00,23.969
2026-03-02T17:00:00,23.977
2026-03-02T17:15:00,23.976
2026-03-02T17:30:00,23.976
2026-03-02T17:45:00,23.971
2026-03-02T18:00:00,23.949
2026-03-02T18:15:00,23.96
2026-03-02T18:30:00,23.97
2026-03-02T18:45:00,24.005
2026-03-02T19:00:00,24.004
2026-03-02T19:15:00,24.004
2026-03-02T19:30:00,24.002
2026-03-02T19:45:00,23.997
2026-03-02T20:00:00,23.988
2026-03-02T20:15:00,23.985
2026-03-02T20:30:00,23.987
2026-03-02T20:45:00,23.986
2026-03-02T21:00:00,23.987
2026-03-02T21:15:00,23.985
2026-03-02T21:30:00,23.985
2026-03-02T21:45:00,23.981
2026-03-02T22:00:00,23.977
2026-03-02T22:15:00,23.976
2026-03-02T22:30:00,23.975
2026-03-02T22:45:00,23.971
2026-03-02T23:00:00,23.96
2026-03-02T23:15:00,23.966
2026-03-02T23:30:00,23.951
2026-03-02T23:45:00,23.982
2026-03-03T00:00:00,23.967
2026-03-03T00:15:00,23.966
2026-03-03T00:30:00,23.958
2026-03-03T00:45:00,23.975
2026-03-03T01:00:00,23.978
2026-03-03T01:15:00,23.97
2026-03-03T01:30:00,23.965
2026-03-03T01:45:00,23.96
2026-03-03T02:00:00,23.952
2026-03-03T02:15:00,23.953
2026-03-03T02:30:00,23.935
2026-03-03T02:45:00,23.944
2026-03-03T03:00:00,23.946
2026-03-03T03:15:00,23.958
2026-03-03T03:30:00,23.951
2026-03-03T03:45:00,23.967
2026-03-03T04:00:00,23.967
2026-03-03T04:15:00,23.958
2026-03-03T04:30:00,23.964
2026-03-03T04:45:00,23.966
2026-03-03T05:00:00,23.967
2026-03-03T05:15:00,23.972
2026-03-03T05:30:00,23.964
2026-03-03T05:45:00,23.971
2026-03-03T06:00:00,23.961
2026-03-03T06:15:00,23.97
2026-03-03T06:30:00,23.968
2026-03-03T06:45:00,23.966
2026-03-03T07:00:00,23.97
2026-03-03T07:15:00,23.967
2026-03-03T07:30:00,23.972
2026-03-03T07:45:00,23.982
2026-03-03T08:00:00,24.004
2026-03-03T08:15:00,23.979
2026-03-03T08:30:00,23.971
2026-03-03T08:45:00,23.971
2026-03-03T09:00:00,23.983
2026-03-03T09:15:00,23.976
2026-03-03T09:30:00,23.979
2026-03-03T09:45:00,23.98
2026-03-03T10:00:00,23.981
2026-03-03T10:15:00,23.985
2026-03-03T10:30:00,23.989
2026-03-03T10:45:00,23.992
2026-03-03T11:00:00,23.976
2026-03-03T11:15:00,23.964
2026-03-03T11:30:00,23.995
2026-03-03T11:45:00,23.953
2026-03-03T12:00:00,24.001
2026-03-03T12:15:00,23.993
2026-03-03T12:30:00,23.958
2026-03-03T12:45:00,24.009
2026-03-03T13:00:00,24.023
2026-03-03T13:15:00,23.98
2026-03-03T13:30:00,23.984
2026-03-03T13:45:00,23.991
2026-03-03T14:00:00,23.97
2026-03-03T14:15:00,23.961
2026-03-03T14:30:00,23.965
2026-03-03T14:45:00,23.953
2026-03-03T15:00:00,23.961
2026-03-03T15:15:00,23.964
2026-03-03T15:30:00,23.957
2026-03-03T15:45:00,23.951
2026-03-03T16:00:00,23.944
2026-03-03T16:15:00,23.948
2026-03-03T16:30:00,23.953
2026-03-03T16:45:00,23.974
2026-03-03T17:00:00,23.975
2026-03-03T17:15:00,23.959
2026-03-03T17:30:00,23.973
2026-03-03T17:45:00,23.964
2026-03-03T18:00:00,23.961
2026-03-03T18:15:00,23.949
2026-03-03T18:30:00,23.947
2026-03-03T18:45:00,23.953
2026-03-03T19:00:00,23.952
2026-03-03T19:15:00,23.943
2026-03-03T19:30:00,23.948
2026-03-03T19:45:00,23.975
2026-03-03T20:00:00,23.962
2026-03-03T20:15:00,23.956
2026-03-03T20:30:00,23.963
2026-03-03T20:45:00,23.955
2026-03-03T21:00:00,23.962
2026-03-03T21:15:00,23.956
2026-03-03T21:30:00,23.964
2026-03-03T21:45:00,23.955
2026-03-03T22:00:00,23.962
2026-03-03T22:15:00,23.959
2026-03-03T22:30:00,23.96
2026-03-03T22:45:00,23.959
2026-03-03T23:00:00,23.959
2026-03-03T23:15:00,23.961
2026-03-03T23:30:00,23.955
2026-03-03T23:45:00,23.958
2026-03-04T00:00:00,23.96
2026-03-04T00:15:00,23.967
2026-03-04T00:30:00,23.963
2026-03-04T00:45:00,23.886
2026-03-04T01:00:00,23.673
2026-03-04T01:15:00,23.796
2026-03-04T01:30:00,23.503
2026-03-04T01:45:00,23.248
2026-03-04T02:00:00,23.31
2026-03-04T02:15:00,23.352
2026-03-04T02:30:00,23.384
2026-03-04T02:45:00,23.345
2026-03-04T03:00:00,23.267
2026-03-04T03:15:00,22.987
2026-03-04T03:30:00,22.913
2026-03-04T03:45:00,22.975
2026-03-04T04:00:00,22.826
2026-03-04T04:15:00,22.851
2026-03-04T04:30:00,22.964
2026-03-04T04:45:00,22.932
2026-03-04T05:00:00,22.877
2026-03-04T05:15:00,22.966
2026-03-04T05:30:00,22.919
2026-03-04T05:45:00,22.907
2026-03-04T06:00:00,22.747
2026-03-04T06:15:00,22.078
2026-03-04T06:30:00,22.029
2026-03-04T06:45:00,22.168
2026-03-04T07:00:00,22.065
2026-03-04T07:15:00,22.105
2026-03-04T07:30:00,22.162
2026-03-04T07:45:00,22.134
2026-03-04T08:00:00,22.101
2026-03-04T08:15:00,22.064
2026-03-04T08:30:00,22.044
2026-03-04T08:45:00,22.044
2026-03-04T09:00:00,22.031
2026-03-04T09:15:00,22.089
2026-03-04T09:30:00,22.115
2026-03-04T09:45:00,22.122
2026-03-04T10:00:00,22.124
2026-03-04T10:15:00,22.137
2026-03-04T10:30:00,22.127
2026-03-04T10:45:00,22.122
2026-03-04T11:00:00,22.137
2026-03-04T11:15:00,22.122
2026-03-04T11:30:00,22.133
2026-03-04T11:45:00,22.221
2026-03-04T12:00:00,22.105
2026-03-04T12:15:00,22.155
2026-03-04T12:30:00,22.192
2026-03-04T12:45:00,22.191
2026-03-04T13:00:00,22.181
2026-03-04T13:15:00,22.174
2026-03-04T13:30:00,22.189
2026-03-04T13:45:00,22.254
2026-03-04T14:00:00,22.269
2026-03-04T14:15:00,22.171
2026-03-04T14:30:00,22.216
2026-03-04T14:45:00,22.249
2026-03-04T15:00:00,22.22
2026-03-04T15:15:00,22.184
2026-03-04T15:30:00,22.433
2026-03-04T15:45:00,22.513
2026-03-04T16:00:00,22.448
2026-03-04T16:15:00,22.44
2026-03-04T16:30:00,22.44
2026-03-04T16:45:00,22.458
2026-03-04T17:00:00,22.449
2026-03-04T17:15:00,22.412
2026-03-04T17:30:00,22.409
2026-03-04T17:45:00,22.399
2026-03-04T18:00:00,22.364
2026-03-04T18:15:00,22.316
2026-03-04T18:30:00,22.368
2026-03-04T18:45:00,22.683
2026-03-04T19:00:00,23.821
2026-03-04T19:15:00,23.966
2026-03-04T19:30:00,23.973
2026-03-04T19:45:00,23.982
2026-03-04T20:00:00,23.981
2026-03-04T20:15:00,23.975
2026-03-04T20:30:00,23.982
2026-03-04T20:45:00,23.988
2026-03-04T21:00:00,23.982
2026-03-04T21:15:00,23.97
2026-03-04T21:30:00,23.965
2026-03-04T21:45:00,23.963
2026-03-04T22:00:00,23.964
2026-03-04T22:15:00,23.97
2026-03-04T22:30:00,23.976
2026-03-04T22:45:00,23.972
2026-03-04T23:00:00,23.961
2026-03-04T23:15:00,23.967
2026-03-04T23:30:00,23.97
2026-03-04T23:45:00,23.972
2026-03-05T00:00:00,23.97
2026-03-05T00:15:00,23.946
2026-03-05T00:30:00,23.797
2026-03-05T00:45:00,23.71
2026-03-05T01:00:00,23.782
2026-03-05T01:15:00,23.927
2026-03-05T01:30:00,23.923
2026-03-05T01:45:00,23.898
2026-03-05T02:00:00,23.863
2026-03-05T02:15:00,23.821
2026-03-05T02:30:00,23.816
2026-03-05T02:45:00,23.805
2026-03-05T03:00:00,23.774
2026-03-05T03:15:00,23.77
2026-03-05T03:30:00,23.704
2026-03-05T03:45:00,23.478
2026-03-05T04:00:00,23.396
2026-03-05T04:15:00,23.38
2026-03-05T04:30:00,22.75
2026-03-05T04:45:00,22.074
2026-03-05T05:00:00,21.938
2026-03-05T05:15:00,21.913
2026-03-05T05:30:00,21.832
2026-03-05T05:45:00,21.686
2026-03-05T06:00:00,21.546
2026-03-05T06:15:00,21.67
2026-03-05T06:30:00,21.751
2026-03-05T06:45:00,21.605
2026-03-05T07:00:00,21.666
2026-03-05T07:15:00,21.675
2026-03-05T07:30:00,21.618
2026-03-05T07:45:00,21.654
2026-03-05T08:00:00,21.673
2026-03-05T08:15:00,21.649
2026-03-05T08:30:00,21.607
2026-03-05T08:45:00,21.637
2026-03-05T09:00:00,21.615
2026-03-05T09:15:00,21.577
2026-03-05T09:30:00,21.364
2026-03-05T09:45:00,21.435
2026-03-05T10:00:00,21.392
2026-03-05T10:15:00,21.347
2026-03-05T10:30:00,21.331
2026-03-05T10:45:00,21.163
2026-03-05T11:00:00,17.161
2026-03-05T11:15:00,14.569
2026-03-05T11:30:00,16.121
2026-03-05T11:45:00,18.791
2026-03-05T12:00:00,20.77
2026-03-05T12:15:00,20.148
2026-03-05T12:30:00,19.698
2026-03-05T12:45:00,20.004
2026-03-05T13:00:00,20.144
2026-03-05T13:15:00,19.922
2026-03-05T13:30:00,19.936
2026-03-05T13:45:00,20.065
2026-03-05T14:00:00,19.986
2026-03-05T14:15:00,19.86
2026-03-05T14:30:00,19.934
2026-03-05T14:45:00,20.064
2026-03-05T15:00:00,20.076
2026-03-05T15:15:00,19.979
2026-03-05T15:30:00,19.97
2026-03-05T15:45:00,20.587
2026-03-05T16:00:00,21.254
2026-03-05T16:15:00,21.432
2026-03-05T16:30:00,22.01
2026-03-05T16:45:00,23.194
2026-03-05T17:00:00,23.436
2026-03-05T17:15:00,23.269
2026-03-05T17:30:00,23.223
2026-03-05T17:45:00,23.296
2026-03-05T18:00:00,23.267
2026-03-05T18:15:00,23.129
2026-03-05T18:30:00,23.283
2026-03-05T18:45:00,23.295
2026-03-05T19:00:00,23.284
2026-03-05T19:15:00,23.284
2026-03-05T19:30:00,23.27
2026-03-05T19:45:00,23.267
2026-03-05T20:00:00,23.233
2026-03-05T20:15:00,23.133
2026-03-05T20:30:00,23.196
2026-03-05T20:45:00,23.119
2026-03-05T21:00:00,23.122
2026-03-05T21:15:00,23.159
2026-03-05T21:30:00,23.142
2026-03-05T21:45:00,23.027
2026-03-05T22:00:00,22.543
2026-03-05T22:15:00,21.949
2026-03-05T22:30:00,21.849
2026-03-05T22:45:00,21.716
2026-03-05T23:00:00,21.544
2026-03-05T23:15:00,21.588
2026-03-05T23:30:00,21.609
2026-03-05T23:45:00,21.662
2026-03-06T00:00:00,21.656
2026-03-06T00:15:00,21.636
2026-03-06T00:30:00,21.329
2026-03-06T00:45:00,20.768
2026-03-06T01:00:00,20.677
2026-03-06T01:15:00,20.662
2026-03-06T01:30:00,20.84
2026-03-06T01:45:00,21.1
2026-03-06T02:00:00,21.11
2026-03-06T02:15:00,21.014
2026-03-06T02:30:00,21.008
2026-03-06T02:45:00,21.003
2026-03-06T03:00:00,20.995
2026-03-06T03:15:00,20.994
2026-03-06T03:30:00,20.978
2026-03-06T03:45:00,20.982
2026-03-06T04:00:00,20.975
2026-03-06T04:15:00,20.98
2026-03-06T04:30:00,20.98
2026-03-06T04:45:00,20.98
2026-03-06T05:00:00,21.028
2026-03-06T05:15:00,21.065
2026-03-06T05:30:00,21.043
2026-03-06T05:45:00,20.989
2026-03-06T06:00:00,20.708
2026-03-06T06:15:00,20.34
2026-03-06T06:30:00,20.486
2026-03-06T06:45:00,20.398
2026-03-06T07:00:00,20.072
2026-03-06T07:15:00,20.213
2026-03-06T07:30:00,20.363
2026-03-06T07:45:00,20.235
2026-03-06T08:00:00,20.008
2026-03-06T08:15:00,19.958
2026-03-06T08:30:00,19.777
2026-03-06T08:45:00,19.483
2026-03-06T09:00:00,19.504
2026-03-06T09:15:00,19.472
2026-03-06T09:30:00,19.396
2026-03-06T09:45:00,19.192
2026-03-06T10:00:00,19.006
2026-03-06T10:15:00,19.204
2026-03-06T10:30:00,19.153
2026-03-06T10:45:00,18.904
2026-03-06T11:00:00,18.581
2026-03-06T11:15:00,18.591
2026-03-06T11:30:00,18.61
2026-03-06T11:45:00,18.623
2026-03-06T12:00:00,18.63
2026-03-06T12:15:00,18.407
2026-03-06T12:30:00,18.453
2026-03-06T12:45:00,18.629
2026-03-06T13:00:00,18.55
2026-03-06T13:15:00,18.406
2026-03-06T13:30:00,18.428
2026-03-06T13:45:00,18.608
2026-03-06T14:00:00,18.676
2026-03-06T14:15:00,18.629
2026-03-06T14:30:00,18.742
2026-03-06T14:45:00,19.064
2026-03-06T15:00:00,19.242
2026-03-06T15:15:00,19.176
2026-03-06T15:30:00,19.174
2026-03-06T15:45:00,19.786
2026-03-06T16:00:00,20.449
2026-03-06T16:15:00,20.689
2026-03-06T16:30:00,20.65
2026-03-06T16:45:00,20.676
2026-03-06T17:00:00,20.91
2026-03-06T17:15:00,21.04
2026-03-06T17:30:00,20.904
2026-03-06T17:45:00,20.807
2026-03-06T18:00:00,20.73
2026-03-06T18:15:00,20.816
2026-03-06T18:30:00,20.845
2026-03-06T18:45:00,20.584
2026-03-06T19:00:00,20.152
2026-03-06T19:15:00,20.068
2026-03-06T19:30:00,20.055
2026-03-06T19:45:00,20.096
2026-03-06T20:00:00,20.138
2026-03-06T20:15:00,20.15
2026-03-06T20:30:00,20.113
2026-03-06T20:45:00,20.026
2026-03-06T21:00:00,19.987
2026-03-06T21:15:00,19.995
2026-03-06T21:30:00,20.023
2026-03-06T21:45:00,20.054
2026-03-06T22:00:00,20.066
2026-03-06T22:15:00,20.069
2026-03-06T22:30:00,19.989
2026-03-06T22:45:00,19.952
2026-03-06T23:00:00,20.042
2026-03-06T23:15:00,20.077
2026-03-06T23:30:00,20.006
2026-03-06T23:45:00,19.902
2026-03-07T00:00:00,18.88
2026-03-07T00:15:00,18.409
2026-03-07T00:30:00,18.525
2026-03-07T00:45:00,18.562
2026-03-07T01:00:00,18.526
2026-03-07T01:15:00,18.493
2026-03-07T01:30:00,18.525
2026-03-07T01:45:00,18.525
2026-03-07T02:00:00,18.528
2026-03-07T02:15:00,18.484
2026-03-07T02:30:00,18.141
2026-03-07T02:45:00,18.079
2026-03-07T03:00:00,17.923
2026-03-07T03:15:00,17.505
2026-03-07T03:30:00,17.448
2026-03-07T03:45:00,17.776
2026-03-07T04:00:00,18.927
2026-03-07T04:15:00,19.587
2026-03-07T04:30:00,19.495
2026-03-07T04:45:00,19.482
2026-03-07T05:00:00,19.763
2026-03-07T05:15:00,19.697
2026-03-07T05:30:00,19.65
2026-03-07T05:45:00,19.713
2026-03-07T06:00:00,19.673
2026-03-07T06:15:00,19.558
2026-03-07T06:30:00,19.57
2026-03-07T06:45:00,19.6
2026-03-07T07:00:00,19.568
2026-03-07T07:15:00,19.543
2026-03-07T07:30:00,19.526
2026-03-07T07:45:00,19.515
2026-03-07T08:00:00,19.512
2026-03-07T08:15:00,19.534
2026-03-07T08:30:00,19.544
2026-03-07T08:45:00,19.531
2026-03-07T09:00:00,19.528
2026-03-07T09:15:00,19.408
2026-03-07T09:30:00,18.929
2026-03-07T09:45:00,18.727
2026-03-07T10:00:00,18.818
2026-03-07T10:15:00,18.966
2026-03-07T10:30:00,18.956
2026-03-07T10:45:00,18.767
2026-03-07T11:00:00,18.754
2026-03-07T11:15:00,18.847
2026-03-07T11:30:00,18.821
2026-03-07T11:45:00,18.84
2026-03-07T12:00:00,18.864
2026-03-07T12:15:00,18.728
2026-03-07T12:30:00,18.803
2026-03-07T12:45:00,18.844
2026-03-07T13:00:00,18.76
2026-03-07T13:15:00,18.764
2026-03-07T13:30:00,18.796
2026-03-07T13:45:00,18.817
2026-03-07T14:00:00,18.781
2026-03-07T14:15:00,18.734
2026-03-07T14:30:00,18.72
2026-03-07T14:45:00,18.692
2026-03-07T15:00:00,18.673
2026-03-07T15:15:00,18.797
2026-03-07T15:30:00,18.821
2026-03-07T15:45:00,18.854
2026-03-07T16:00:00,18.737
2026-03-07T16:15:00,18.65
2026-03-07T16:30:00,18.705
2026-03-07T16:45:00,18.785
2026-03-07T17:00:00,18.767
2026-03-07T17:15:00,18.64
2026-03-07T17:30:00,18.593
2026-03-07T17:45:00,18.647
2026-03-07T18:00:00,18.594
2026-03-07T18:15:00,18.617
2026-03-07T18:30:00,18.56
2026-03-07T18:45:00,18.495
2026-03-07T19:00:00,18.579
2026-03-07T19:15:00,18.541
2026-03-07T19:30:00,18.479
2026-03-07T19:45:00,18.486
2026-03-07T20:00:00,18.563
2026-03-07T20:15:00,18.543
2026-03-07T20:30:00,18.498
2026-03-07T20:45:00,18.485
2026-03-07T21:00:00,18.53
2026-03-07T21:15:00,18.535
2026-03-07T21:30:00,18.447
2026-03-07T21:45:00,18.199
2026-03-07T22:00:00,18.141
2026-03-07T22:15:00,18.157
2026-03-07T22:30:00,17.941
2026-03-07T22:45:00,17.41
2026-03-07T23:00:00,17.553
2026-03-07T23:15:00,17.505
2026-03-07T23:30:00,17.503
2026-03-07T23:45:00,17.669
2026-03-08T00:00:00,17.828
2026-03-08T00:15:00,17.973
2026-03-08T00:30:00,18.084
2026-03-08T00:45:00,18.007
2026-03-08T01:00:00,18.072
2026-03-08T01:15:00,18.607
2026-03-08T01:30:00,18.706
2026-03-08T01:45:00,18.625
2026-03-08T02:00:00,18.588
2026-03-08T02:15:00,18.606
2026-03-08T02:30:00,18.631
2026-03-08T02:45:00,18.654
2026-03-08T03:00:00,18.652
2026-03-08T03:15:00,18.633
2026-03-08T03:30:00,18.594
2026-03-08T03:45:00,18.51
2026-03-08T04:00:00,18.478
2026-03-08T04:15:00,18.53
2026-03-08T04:30:00,18.483
2026-03-08T04:45:00,18.478
2026-03-08T05:00:00,18.502
2026-03-08T05:15:00,18.503
2026-03-08T05:30:00,18.508
2026-03-08T05:45:00,18.47
2026-03-08T06:00:00,18.412
2026-03-08T06:15:00,18.441
2026-03-08T06:30:00,18.476
2026-03-08T06:45:00,18.521
2026-03-08T07:00:00,18.538
2026-03-08T07:15:00,18.463
2026-03-08T07:30:00,18.477
2026-03-08T07:45:00,18.503
2026-03-08T08:00:00,18.505
2026-03-08T08:15:00,18.512
2026-03-08T08:30:00,18.522
2026-03-08T08:45:00,18.532
2026-03-08T09:00:00,18.542
2026-03-08T09:15:00,18.586
2026-03-08T09:30:00,18.595
2026-03-08T09:45:00,18.6
2026-03-08T10:00:00,18.527
2026-03-08T10:15:00,18.545
2026-03-08T10:30:00,18.583
2026-03-08T10:45:00,18.606
2026-03-08T11:00:00,18.572
2026-03-08T11:15:00,18.631
2026-03-08T11:30:00,18.562
2026-03-08T11:45:00,18.633
2026-03-08T12:00:00,18.662
2026-03-08T12:15:00,18.556
2026-03-08T12:30:00,18.533
2026-03-08T12:45:00,18.5
2026-03-08T13:00:00,18.529
2026-03-08T13:15:00,18.605
2026-03-08T13:30:00,18.617
2026-03-08T13:45:00,18.574
2026-03-08T14:00:00,18.561
2026-03-08T14:15:00,18.517
2026-03-08T14:30:00,18.509
2026-03-08T14:45:00,18.474
2026-03-08T15:00:00,18.477
2026-03-08T15:15:00,18.499
2026-03-08T15:30:00,18.533
2026-03-08T15:45:00,18.534
2026-03-08T16:00:00,18.533
2026-03-08T16:15:00,18.503
2026-03-08T16:30:00,18.461
2026-03-08T16:45:00,18.442
2026-03-08T17:00:00,18.379
2026-03-08T17:15:00,18.388
2026-03-08T17:30:00,18.4
2026-03-08T17:45:00,18.408
2026-03-08T18:00:00,18.394
2026-03-08T18:15:00,18.367
2026-03-08T18:30:00,18.348
2026-03-08T18:45:00,18.345
2026-03-08T19:00:00,18.28
2026-03-08T19:15:00,18.246
2026-03-08T19:30:00,18.279
2026-03-08T19:45:00,18.32
2026-03-08T20:00:00,18.324
2026-03-08T20:15:00,18.323
2026-03-08T20:30:00,18.305
2026-03-08T20:45:00,18.283
2026-03-08T21:00:00,18.209
2026-03-08T21:15:00,17.771
2026-03-08T21:30:00,17.545
2026-03-08T21:45:00,17.488
2026-03-08T22:00:00,17.555
2026-03-08T22:15:00,17.355
2026-03-08T22:30:00,16.976
2026-03-08T22:45:00,16.587
2026-03-08T23:00:00,15.649
2026-03-08T23:15:00,14.997
2026-03-08T23:30:00,14.967
2026-03-08T23:45:00,14.912
2026-03-09T00:00:00,14.572
2026-03-09T00:15:00,13.927
2026-03-09T00:30:00,13.747
2026-03-09T00:45:00,13.817
2026-03-09T01:00:00,13.556
2026-03-09T01:15:00,13.238
2026-03-09T01:30:00,13.241
2026-03-09T01:45:00,13.245
2026-03-09T02:00:00,13.256
2026-03-09T02:15:00,13.348
2026-03-09T02:30:00,13.733
2026-03-09T02:45:00,15.684
2026-03-09T03:00:00,18.034
2026-03-09T03:15:00,18.992
2026-03-09T03:30:00,18.892
2026-03-09T03:45:00,18.695
2026-03-09T04:00:00,19.021
2026-03-09T04:15:00,19.111
2026-03-09T04:30:00,18.652
2026-03-09T04:45:00,17.439
2026-03-09T05:00:00,16.877
2026-03-09T05:15:00,16.926
2026-03-09T05:30:00,16.939
2026-03-09T05:45:00,16.91
2026-03-09T06:00:00,16.929
2026-03-09T06:15:00,16.916
2026-03-09T06:30:00,16.794
2026-03-09T06:45:00,16.405
2026-03-09T07:00:00,16.294
2026-03-09T07:15:00,16.326
2026-03-09T07:30:00,16.448
2026-03-09T07:45:00,16.412
2026-03-09T08:00:00,16.374
2026-03-09T08:15:00,16.305
2026-03-09T08:30:00,16.291
2026-03-09T08:45:00,16.361
2026-03-09T09:00:00,16.42
2026-03-09T09:15:00,16.302
2026-03-09T09:30:00,16.325
2026-03-09T09:45:00,16.414
2026-03-09T10:00:00,16.37
2026-03-09T10:15:00,16.398
2026-03-09T10:30:00,16.378
2026-03-09T10:45:00,16.409
2026-03-09T11:00:00,16.523
2026-03-09T11:15:00,16.745
2026-03-09T11:30:00,16.798
2026-03-09T11:45:00,16.759
2026-03-09T12:00:00,16.989
2026-03-09T12:15:00,17.089
2026-03-09T12:30:00,16.578
2026-03-09T12:45:00,16.891
2026-03-09T13:00:00,17.047
2026-03-09T13:15:00,16.943
2026-03-09T13:30:00,16.845
2026-03-09T13:45:00,16.88
2026-03-09T14:00:00,16.886
2026-03-09T14:15:00,16.834
2026-03-09T14:30:00,16.841
2026-03-09T14:45:00,16.818
2026-03-09T15:00:00,16.799
2026-03-09T15:15:00,16.845
2026-03-09T15:30:00,16.854
2026-03-09T15:45:00,16.779
2026-03-09T16:00:00,16.801
2026-03-09T16:15:00,16.847
2026-03-09T16:30:00,16.825
2026-03-09T16:45:00,16.779
2026-03-09T17:00:00,16.782
2026-03-09T17:15:00,16.778
2026-03-09T17:30:00,16.78
2026-03-09T17:45:00,16.788
2026-03-09T18:00:00,16.785
2026-03-09T18:15:00,16.776
2026-03-09T18:30:00,16.693
2026-03-09T18:45:00,16.764
2026-03-09T19:00:00,17.254
2026-03-09T19:15:00,17.127
2026-03-09T19:30:00,17.185
2026-03-09T19:45:00,17.31
2026-03-09T20:00:00,17.111
2026-03-09T20:15:00,17.099
2026-03-09T20:30:00,17.206
2026-03-09T20:45:00,17.219
2026-03-09T21:00:00,17.183
2026-03-09T21:15:00,17.151
2026-03-09T21:30:00,17.121
2026-03-09T21:45:00,17.093
2026-03-09T22:00:00,17.037
2026-03-09T22:15:00,17.086
2026-03-09T22:30:00,17.089
2026-03-09T22:45:00,17.114
2026-03-09T23:00:00,17.112
2026-03-09T23:15:00,17.113
2026-03-09T23:30:00,17.113
2026-03-09T23:45:00,17.111
2026-03-10T00:00:00,17.111
2026-03-10T00:15:00,17.114
2026-03-10T00:30:00,17.113
2026-03-10T00:45:00,17.12
2026-03-10T01:00:00,17.15
2026-03-10T01:15:00,17.089
2026-03-10T01:30:00,17.079
2026-03-10T01:45:00,17.071
2026-03-10T02:00:00,17.099
2026-03-10T02:15:00,17.104
2026-03-10T02:30:00,17.049
2026-03-10T02:45:00,17.057
2026-03-10T03:00:00,17.061
2026-03-10T03:15:00,17.085
2026-03-10T03:30:00,17.104
2026-03-10T03:45:00,17.103
2026-03-10T04:00:00,17.317
2026-03-10T04:15:00,17.374
2026-03-10T04:30:00,17.363
2026-03-10T04:45:00,17.651
2026-03-10T05:00:00,17.631
