time,fabrikkanal_q_m3s
2026-04-20T03:00:00,11.35
2026-04-20T03:15:00,11.624
2026-04-20T03:30:00,11.661
2026-04-20T03:45:00,11.57
2026-04-20T04:00:00,11.569
2026-04-20T04:15:00,11.561
2026-04-20T04:30:00,11.541
2026-04-20T04:45:00,11.596
2026-04-20T05:00:00,11.68
2026-04-20T05:15:00,11.773
2026-04-20T05:30:00,11.732
2026-04-20T05:45:00,11.741
2026-04-20T06:00:00,11.739
2026-04-20T06:15:00,11.704
2026-04-20T06:30:00,11.697
2026-04-20T06:45:00,11.704
2026-04-20T07:00:00,11.678
2026-04-20T07:15:00,11.685
2026-04-20T07:30:00,11.729
2026-04-20T07:45:00,11.769
2026-04-20T08:00:00,11.92
2026-04-20T08:15:00,12.309
2026-04-20T08:30:00,12.499
2026-04-20T08:45:00,12.477
2026-04-20T09:00:00,12.477
2026-04-20T09:15:00,12.519
2026-04-20T09:30:00,12.508
2026-04-20T09:45:00,12.522
2026-04-20T10:00:00,12.503
2026-04-20T10:15:00,12.436
2026-04-20T10:30:00,12.356
2026-04-20T10:45:00,12.448
2026-04-20T11:00:00,12.478
2026-04-20T11:15:00,12.443
2026-04-20T11:30:00,12.448
2026-04-20T11:45:00,12.416
2026-04-20T12:00:00,12.326
2026-04-20T12:15:00,12.233
2026-04-20T12:30:00,12.214
2026-04-20T12:45:00,12.206
2026-04-20T13:00:00,12.158
2026-04-20T13:15:00,12.135
2026-04-20T13:30:00,12.139
2026-04-20T13:45:00,12.108
2026-04-20T14:00:00,12.086
2026-04-20T14:15:00,12.082
2026-04-20T14:30:00,12.034
2026-04-20T14:45:00,12.007
2026-04-20T15:00:00,11.996
2026-04-20T15:15:00,12.019
2026-04-20T15:30:00,12.044
2026-04-20T15:45:00,12.034
2026-04-20T16:00:00,11.979
2026-04-20T16:15:00,11.962
2026-04-20T16:30:00,11.932
2026-04-20T16:45:00,11.94
2026-04-20T17:00:00,11.959
2026-04-20T17:15:00,11.969
2026-04-20T17:30:00,11.942
2026-04-20T17:45:00,11.953
2026-04-20T18:00:00,11.953
2026-04-20T18:15:00,11.953
2026-04-20T18:30:00,11.92
2026-04-20T18:45:00,11.882
2026-04-20T19:00:00,11.891
2026-04-20T19:15:00,11.874
2026-04-20T19:30:00,11.876
2026-04-20T19:45:00,11.855
2026-04-20T20:00:00,11.821
2026-04-20T20:15:00,11.864
2026-04-20T20:30:00,11.833
2026-04-20T20:45:00,11.829
2026-04-20T21:00:00,11.817
2026-04-20T21:15:00,11.826
2026-04-20T21:30:00,11.803
2026-04-20T21:45:00,11.82
2026-04-20T22:00:00,11.833
2026-04-20T22:15:00,11.708
2026-04-20T22:30:00,11.567
2026-04-20T22:45:00,11.347
2026-04-20T23:00:00,11.114
2026-04-20T23:15:00,11.081
2026-04-20T23:30:00,11.091
2026-04-20T23:45:00,11.091
2026-04-21T00:00:00,11.091
2026-04-21T00:15:00,11.082
2026-04-21T00:30:00,11.025
2026-04-21T00:45:00,11.025
2026-04-21T01:00:00,11.013
2026-04-21T01:15:00,10.966
2026-04-21T01:30:00,10.951
2026-04-21T01:45:00,10.814
2026-04-21T02:00:00,10.803
2026-04-21T02:15:00,10.749
2026-04-21T02:30:00,10.6
2026-04-21T02:45:00,10.542
2026-04-21T03:00:00,10.263
2026-04-21T03:15:00,10.155
2026-04-21T03:30:00,10.245
2026-04-21T03:45:00,10.179
2026-04-21T04:00:00,10.13
2026-04-21T04:15:00,10.163
2026-04-21T04:30:00,10.161
2026-04-21T04:45:00,10.165
2026-04-21T05:00:00,10.252
2026-04-21T05:15:00,10.24
2026-04-21T05:30:00,10.246
2026-04-21T05:45:00,10.215
2026-04-21T06:00:00,10.265
2026-04-21T06:15:00,10.258
2026-04-21T06:30:00,10.236
2026-04-21T06:45:00,10.252
2026-04-21T07:00:00,10.155
2026-04-21T07:15:00,10.113
2026-04-21T07:30:00,9.929
2026-04-21T07:45:00,9.722
2026-04-21T08:00:00,9.773
2026-04-21T08:15:00,9.768
2026-04-21T08:30:00,9.732
2026-04-21T08:45:00,9.509
2026-04-21T09:00:00,8.969
2026-04-21T09:15:00,8.93
2026-04-21T09:30:00,8.967
2026-04-21T09:45:00,8.987
2026-04-21T10:00:00,8.996
2026-04-21T10:15:00,8.962
2026-04-21T10:30:00,8.907
2026-04-21T10:45:00,9.004
2026-04-21T11:00:00,8.972
2026-04-21T11:15:00,9.065
2026-04-21T11:30:00,8.975
2026-04-21T11:45:00,8.938
2026-04-21T12:00:00,8.938
2026-04-21T12:15:00,8.936
2026-04-21T12:30:00,8.968
2026-04-21T12:45:00,8.926
2026-04-21T13:00:00,8.908
2026-04-21T13:15:00,8.911
2026-04-21T13:30:00,8.934
2026-04-21T13:45:00,8.87
2026-04-21T14:00:00,8.928
2026-04-21T14:15:00,8.936
2026-04-21T14:30:00,8.866
2026-04-21T14:45:00,8.909
2026-04-21T15:00:00,8.911
2026-04-21T15:15:00,9.078
2026-04-21T15:30:00,10.004
2026-04-21T15:45:00,11.086
2026-04-21T16:00:00,11.266
2026-04-21T16:15:00,11.172
2026-04-21T16:30:00,11.154
2026-04-21T16:45:00,11.194
2026-04-21T17:00:00,11.193
2026-04-21T17:15:00,11.224
2026-04-21T17:30:00,11.227
2026-04-21T17:45:00,11.191
2026-04-21T18:00:00,11.157
2026-04-21T18:15:00,11.146
2026-04-21T18:30:00,11.171
2026-04-21T18:45:00,11.174
2026-04-21T19:00:00,11.212
2026-04-21T19:15:00,11.293
2026-04-21T19:30:00,11.232
2026-04-21T19:45:00,11.213
2026-04-21T20:00:00,11.127
2026-04-21T20:15:00,11.156
2026-04-21T20:30:00,11.102
2026-04-21T20:45:00,10.989
2026-04-21T21:00:00,10.635
2026-04-21T21:15:00,10.284
2026-04-21T21:30:00,10.204
2026-04-21T21:45:00,10.215
2026-04-21T22:00:00,10.225
2026-04-21T22:15:00,9.952
2026-04-21T22:30:00,9.926
2026-04-21T22:45:00,10.037
2026-04-21T23:00:00,9.94
2026-04-21T23:15:00,9.923
2026-04-21T23:30:00,9.992
2026-04-21T23:45:00,9.989
2026-04-22T00:00:00,9.956
2026-04-22T00:15:00,9.976
2026-04-22T00:30:00,10.0
2026-04-22T00:45:00,10.0
2026-04-22T01:00:00,9.945
2026-04-22T01:15:00,9.982
2026-04-22T01:30:00,9.981
2026-04-22T01:45:00,10.004
2026-04-22T02:00:00,9.876
2026-04-22T02:15:00,9.865
2026-04-22T02:30:00,9.902
2026-04-22T02:45:00,9.925
2026-04-22T03:00:00,9.82
2026-04-22T03:15:00,9.81
2026-04-22T03:30:00,9.853
2026-04-22T03:45:00,9.802
2026-04-22T04:00:00,9.804
2026-04-22T04:15:00,9.797
2026-04-22T04:30:00,9.788
2026-04-22T04:45:00,9.845
2026-04-22T05:00:00,9.806
2026-04-22T05:15:00,9.842
2026-04-22T05:30:00,9.84
2026-04-22T05:45:00,9.839
2026-04-22T06:00:00,9.855
2026-04-22T06:15:00,9.802
2026-04-22T06:30:00,9.765
2026-04-22T06:45:00,9.801
2026-04-22T07:00:00,9.818
2026-04-22T07:15:00,9.827
2026-04-22T07:30:00,9.813
2026-04-22T07:45:00,9.808
2026-04-22T08:00:00,9.851
2026-04-22T08:15:00,9.821
2026-04-22T08:30:00,9.768
2026-04-22T08:45:00,9.774
2026-04-22T09:00:00,9.791
2026-04-22T09:15:00,9.863
2026-04-22T09:30:00,9.868
2026-04-22T09:45:00,9.869
2026-04-22T10:00:00,9.845
2026-04-22T10:15:00,10.931
2026-04-22T10:30:00,7.988
2026-04-22T10:45:00,11.856
2026-04-22T11:00:00,9.217
2026-04-22T11:15:00,9.06
2026-04-22T11:30:00,9.615
2026-04-22T11:45:00,9.565
2026-04-22T12:00:00,9.458
2026-04-22T12:15:00,9.5
2026-04-22T12:30:00,9.521
2026-04-22T12:45:00,9.547
2026-04-22T13:00:00,9.486
2026-04-22T13:15:00,9.533
2026-04-22T13:30:00,9.394
2026-04-22T13:45:00,9.455
2026-04-22T14:00:00,9.473
2026-04-22T14:15:00,9.45
2026-04-22T14:30:00,9.439
2026-04-22T14:45:00,9.371
2026-04-22T15:00:00,9.394
2026-04-22T15:15:00,9.421
2026-04-22T15:30:00,9.356
2026-04-22T15:45:00,9.38
2026-04-22T16:00:00,9.275
2026-04-22T16:15:00,9.165
2026-04-22T16:30:00,9.197
2026-04-22T16:45:00,9.263
2026-04-22T17:00:00,9.322
2026-04-22T17:15:00,9.218
2026-04-22T17:30:00,9.249
2026-04-22T17:45:00,9.26
2026-04-22T18:00:00,9.247
2026-04-22T18:15:00,9.263
2026-04-22T18:30:00,9.242
2026-04-22T18:45:00,9.267
2026-04-22T19:00:00,9.265
2026-04-22T19:15:00,9.263
2026-04-22T19:30:00,9.244
2026-04-22T19:45:00,9.245
2026-04-22T20:00:00,9.226
2026-04-22T20:15:00,9.261
2026-04-22T20:30:00,9.281
2026-04-22T20:45:00,9.366
2026-04-22T21:00:00,9.319
2026-04-22T21:15:00,9.324
2026-04-22T21:30:00,9.292
2026-04-22T21:45:00,9.345
2026-04-22T22:00:00,9.455
2026-04-22T22:15:00,9.364
2026-04-22T22:30:00,9.358
2026-04-22T22:45:00,9.469
2026-04-22T23:00:00,9.393
2026-04-22T23:15:00,9.393
2026-04-22T23:30:00,9.402
2026-04-22T23:45:00,9.4
2026-04-23T00:00:00,9.392
2026-04-23T00:15:00,9.388
2026-04-23T00:30:00,9.388
2026-04-23T00:45:00,9.387
2026-04-23T01:00:00,9.377
2026-04-23T01:15:00,9.368
2026-04-23T01:30:00,9.448
2026-04-23T01:45:00,9.376
2026-04-23T02:00:00,9.393
2026-04-23T02:15:00,9.401
2026-04-23T02:30:00,9.412
2026-04-23T02:45:00,9.374
2026-04-23T03:00:00,9.378
2026-04-23T03:15:00,9.352
2026-04-23T03:30:00,9.417
2026-04-23T03:45:00,9.377
2026-04-23T04:00:00,9.356
2026-04-23T04:15:00,9.354
2026-04-23T04:30:00,9.325
2026-04-23T04:45:00,9.318
2026-04-23T05:00:00,9.356
2026-04-23T05:15:00,9.41
2026-04-23T05:30:00,9.462
2026-04-23T05:45:00,9.434
2026-04-23T06:00:00,9.433
2026-04-23T06:15:00,9.399
2026-04-23T06:30:00,9.362
2026-04-23T06:45:00,9.357
2026-04-23T07:00:00,9.315
2026-04-23T07:15:00,9.335
2026-04-23T07:30:00,9.343
2026-04-23T07:45:00,9.35
2026-04-23T08:00:00,9.353
2026-04-23T08:15:00,9.332
2026-04-23T08:30:00,9.346
2026-04-23T08:45:00,9.357
2026-04-23T09:00:00,9.333
2026-04-23T09:15:00,9.376
2026-04-23T09:30:00,9.354
2026-04-23T09:45:00,9.361
2026-04-23T10:00:00,9.386
2026-04-23T10:15:00,9.388
2026-04-23T10:30:00,9.334
2026-04-23T10:45:00,9.345
2026-04-23T11:00:00,9.338
2026-04-23T11:15:00,9.356
2026-04-23T11:30:00,9.405
2026-04-23T11:45:00,9.312
2026-04-23T12:00:00,9.347
2026-04-23T12:15:00,9.411
2026-04-23T12:30:00,9.401
2026-04-23T12:45:00,9.378
2026-04-23T13:00:00,9.377
2026-04-23T13:15:00,9.401
2026-04-23T13:30:00,9.42
2026-04-23T13:45:00,9.494
2026-04-23T14:00:00,9.577
2026-04-23T14:15:00,9.671
2026-04-23T14:30:00,9.629
2026-04-23T14:45:00,9.611
2026-04-23T15:00:00,9.642
2026-04-23T15:15:00,9.658
2026-04-23T15:30:00,9.676
2026-04-23T15:45:00,9.641
2026-04-23T16:00:00,9.565
2026-04-23T16:15:00,9.501
2026-04-23T16:30:00,9.359
2026-04-23T16:45:00,9.326
2026-04-23T17:00:00,9.338
2026-04-23T17:15:00,9.317
2026-04-23T17:30:00,9.233
2026-04-23T17:45:00,9.212
2026-04-23T18:00:00,9.309
2026-04-23T18:15:00,9.335
2026-04-23T18:30:00,9.332
2026-04-23T18:45:00,9.306
2026-04-23T19:00:00,9.272
2026-04-23T19:15:00,9.16
2026-04-23T19:30:00,9.198
2026-04-23T19:45:00,9.163
2026-04-23T20:00:00,9.204
2026-04-23T20:15:00,9.142
2026-04-23T20:30:00,9.159
2026-04-23T20:45:00,9.147
2026-04-23T21:00:00,9.088
2026-04-23T21:15:00,9.12
2026-04-23T21:30:00,9.092
2026-04-23T21:45:00,9.109
2026-04-23T22:00:00,9.066
2026-04-23T22:15:00,9.036
2026-04-23T22:30:00,9.091
2026-04-23T22:45:00,9.086
2026-04-23T23:00:00,9.096
2026-04-23T23:15:00,9.088
2026-04-23T23:30:00,9.034
2026-04-23T23:45:00,9.091
2026-04-24T00:00:00,9.101
2026-04-24T00:15:00,9.058
2026-04-24T00:30:00,9.037
2026-04-24T00:45:00,9.002
2026-04-24T01:00:00,9.041
2026-04-24T01:15:00,9.051
2026-04-24T01:30:00,9.015
2026-04-24T01:45:00,9.044
2026-04-24T02:00:00,9.024
2026-04-24T02:15:00,8.956
2026-04-24T02:30:00,8.942
2026-04-24T02:45:00,8.647
2026-04-24T03:00:00,8.413
2026-04-24T03:15:00,8.446
2026-04-24T03:30:00,8.469
2026-04-24T03:45:00,8.437
2026-04-24T04:00:00,8.414
2026-04-24T04:15:00,8.374
2026-04-24T04:30:00,8.378
2026-04-24T04:45:00,8.442
2026-04-24T05:00:00,8.413
2026-04-24T05:15:00,8.433
2026-04-24T05:30:00,8.477
2026-04-24T05:45:00,8.387
2026-04-24T06:00:00,8.408
2026-04-24T06:15:00,8.372
2026-04-24T06:30:00,8.397
2026-04-24T06:45:00,8.316
2026-04-24T07:00:00,8.286
2026-04-24T07:15:00,8.268
2026-04-24T07:30:00,8.272
2026-04-24T07:45:00,8.315
2026-04-24T08:00:00,8.331
2026-04-24T08:15:00,8.378
2026-04-24T08:30:00,8.305
2026-04-24T08:45:00,8.34
2026-04-24T09:00:00,8.332
2026-04-24T09:15:00,8.338
2026-04-24T09:30:00,8.432
2026-04-24T09:45:00,8.383
2026-04-24T10:00:00,8.458
2026-04-24T10:15:00,8.441
2026-04-24T10:30:00,8.465
2026-04-24T10:45:00,8.453
2026-04-24T11:00:00,8.423
2026-04-24T11:15:00,8.445
2026-04-24T11:30:00,8.51
2026-04-24T11:45:00,8.515
2026-04-24T12:00:00,8.387
2026-04-24T12:15:00,8.24
2026-04-24T12:30:00,8.93
2026-04-24T12:45:00,10.078
2026-04-24T13:00:00,7.964
2026-04-24T13:15:00,8.103
2026-04-24T13:30:00,8.642
2026-04-24T13:45:00,8.618
2026-04-24T14:00:00,8.42
2026-04-24T14:15:00,8.538
2026-04-24T14:30:00,8.606
2026-04-24T14:45:00,8.549
2026-04-24T15:00:00,8.543
2026-04-24T15:15:00,8.489
2026-04-24T15:30:00,8.603
2026-04-24T15:45:00,8.613
2026-04-24T16:00:00,8.595
2026-04-24T16:15:00,8.591
2026-04-24T16:30:00,8.493
2026-04-24T16:45:00,8.522
2026-04-24T17:00:00,9.828
2026-04-24T17:15:00,7.905
2026-04-24T17:30:00,8.191
2026-04-24T17:45:00,8.607
2026-04-24T18:00:00,8.627
2026-04-24T18:15:00,8.587
2026-04-24T18:30:00,8.593
2026-04-24T18:45:00,8.687
2026-04-24T19:00:00,8.65
2026-04-24T19:15:00,8.634
2026-04-24T19:30:00,8.623
2026-04-24T19:45:00,8.577
2026-04-24T20:00:00,8.617
2026-04-24T20:15:00,8.655
2026-04-24T20:30:00,8.661
2026-04-24T20:45:00,8.547
2026-04-24T21:00:00,8.466
2026-04-24T21:15:00,8.433
2026-04-24T21:30:00,8.381
2026-04-24T21:45:00,8.284
2026-04-24T22:00:00,8.193
2026-04-24T22:15:00,8.13
2026-04-24T22:30:00,8.102
2026-04-24T22:45:00,8.013
2026-04-24T23:00:00,8.01
2026-04-24T23:15:00,8.043
2026-04-24T23:30:00,7.976
2026-04-24T23:45:00,8.056
2026-04-25T00:00:00,8.013
2026-04-25T00:15:00,8.046
2026-04-25T00:30:00,7.929
2026-04-25T00:45:00,7.815
2026-04-25T01:00:00,7.807
2026-04-25T01:15:00,7.807
2026-04-25T01:30:00,7.787
2026-04-25T01:45:00,7.656
2026-04-25T02:00:00,7.542
2026-04-25T02:15:00,7.444
2026-04-25T02:30:00,7.174
2026-04-25T02:45:00,6.869
2026-04-25T03:00:00,6.785
2026-04-25T03:15:00,6.77
2026-04-25T03:30:00,6.84
2026-04-25T03:45:00,6.698
2026-04-25T04:00:00,6.682
2026-04-25T04:15:00,6.69
2026-04-25T04:30:00,6.641
2026-04-25T04:45:00,6.668
2026-04-25T05:00:00,6.566
2026-04-25T05:15:00,6.594
2026-04-25T05:30:00,6.534
2026-04-25T05:45:00,6.498
2026-04-25T06:00:00,6.49
2026-04-25T06:15:00,6.461
2026-04-25T06:30:00,6.484
2026-04-25T06:45:00,6.362
2026-04-25T07:00:00,6.284
2026-04-25T07:15:00,6.355
2026-04-25T07:30:00,4.034
2026-04-25T07:45:00,1.784
2026-04-25T08:00:00,1.007
2026-04-25T08:15:00,1.01
2026-04-25T08:30:00,1.019
2026-04-25T08:45:00,1.037
2026-04-25T09:00:00,1.053
2026-04-25T09:15:00,1.08
2026-04-25T09:30:00,1.088
2026-04-25T09:45:00,1.103
2026-04-25T10:00:00,1.114
2026-04-25T10:15:00,1.108
2026-04-25T10:30:00,1.068
2026-04-25T10:45:00,1.07
2026-04-25T11:00:00,1.09
2026-04-25T11:15:00,1.095
2026-04-25T11:30:00,1.095
2026-04-25T11:45:00,1.096
2026-04-25T12:00:00,1.098
2026-04-25T12:15:00,1.105
2026-04-25T12:30:00,1.105
2026-04-25T12:45:00,1.105
2026-04-25T13:00:00,1.105
2026-04-25T13:15:00,1.105
2026-04-25T13:30:00,1.105
2026-04-25T13:45:00,1.105
2026-04-25T14:00:00,1.104
2026-04-25T14:15:00,1.104
2026-04-25T14:30:00,1.102
2026-04-25T14:45:00,1.096
2026-04-25T15:00:00,1.096
2026-04-25T15:15:00,1.096
2026-04-25T15:30:00,1.097
2026-04-25T15:45:00,1.1
2026-04-25T16:00:00,1.104
2026-04-25T16:15:00,1.095
2026-04-25T16:30:00,1.096
2026-04-25T16:45:00,1.103
2026-04-25T17:00:00,1.104
2026-04-25T17:15:00,1.102
2026-04-25T17:30:00,1.096
2026-04-25T17:45:00,1.097
2026-04-25T18:00:00,1.097
2026-04-25T18:15:00,1.096
2026-04-25T18:30:00,1.096
2026-04-25T18:45:00,1.076
2026-04-25T19:00:00,1.064
2026-04-25T19:15:00,1.056
2026-04-25T19:30:00,1.046
2026-04-25T19:45:00,1.041
2026-04-25T20:00:00,1.038
2026-04-25T20:15:00,1.025
2026-04-25T20:30:00,1.007
2026-04-25T20:45:00,0.997
2026-04-25T21:00:00,0.995
2026-04-25T21:15:00,0.988
2026-04-25T21:30:00,0.982
2026-04-25T21:45:00,0.976
2026-04-25T22:00:00,0.971
2026-04-25T22:15:00,0.97
2026-04-25T22:30:00,0.961
2026-04-25T22:45:00,0.954
2026-04-25T23:00:00,0.952
2026-04-25T23:15:00,0.952
2026-04-25T23:30:00,0.974
2026-04-25T23:45:00,0.979
2026-04-26T00:00:00,0.979
2026-04-26T00:15:00,0.979
2026-04-26T00:30:00,0.977
2026-04-26T00:45:00,0.978
2026-04-26T01:00:00,0.979
2026-04-26T01:15:00,0.971
2026-04-26T01:30:00,0.966
2026-04-26T01:45:00,0.961
2026-04-26T02:00:00,0.961
2026-04-26T02:15:00,0.961
2026-04-26T02:30:00,0.961
2026-04-26T02:45:00,0.961
2026-04-26T03:00:00,0.961
2026-04-26T03:15:00,0.961
2026-04-26T03:30:00,0.959
2026-04-26T03:45:00,0.953
2026-04-26T04:00:00,0.952
2026-04-26T04:15:00,0.952
2026-04-26T04:30:00,0.952
2026-04-26T04:45:00,0.952
2026-04-26T05:00:00,0.952
2026-04-26T05:15:00,0.952
2026-04-26T05:30:00,0.952
2026-04-26T05:45:00,0.952
2026-04-26T06:00:00,0.952
2026-04-26T06:15:00,0.949
2026-04-26T06:30:00,0.945
2026-04-26T06:45:00,0.951
2026-04-26T07:00:00,0.952
2026-04-26T07:15:00,0.952
2026-04-26T07:30:00,0.952
2026-04-26T07:45:00,0.965
2026-04-26T08:00:00,0.977
2026-04-26T08:15:00,0.991
2026-04-26T08:30:00,1.006
2026-04-26T08:45:00,1.021
2026-04-26T09:00:00,1.033
2026-04-26T09:15:00,1.043
2026-04-26T09:30:00,1.071
2026-04-26T09:45:00,1.079
2026-04-26T10:00:00,1.086
2026-04-26T10:15:00,1.087
2026-04-26T10:30:00,1.09
2026-04-26T10:45:00,1.102
2026-04-26T11:00:00,1.104
2026-04-26T11:15:00,1.106
2026-04-26T11:30:00,1.109
2026-04-26T11:45:00,1.111
2026-04-26T12:00:00,1.113
2026-04-26T12:15:00,1.096
2026-04-26T12:30:00,1.06
2026-04-26T12:45:00,1.061
2026-04-26T13:00:00,1.062
2026-04-26T13:15:00,1.078
2026-04-26T13:30:00,1.077
2026-04-26T13:45:00,1.078
2026-04-26T14:00:00,1.078
2026-04-26T14:15:00,1.078
2026-04-26T14:30:00,1.078
2026-04-26T14:45:00,1.078
2026-04-26T15:00:00,1.075
2026-04-26T15:15:00,1.077
2026-04-26T15:30:00,1.078
2026-04-26T15:45:00,1.068
2026-04-26T16:00:00,1.054
2026-04-26T16:15:00,1.048
2026-04-26T16:30:00,1.035
2026-04-26T16:45:00,1.033
2026-04-26T17:00:00,1.033
2026-04-26T17:15:00,1.033
2026-04-26T17:30:00,1.033
2026-04-26T17:45:00,1.02
2026-04-26T18:00:00,1.031
2026-04-26T18:15:00,1.046
2026-04-26T18:30:00,1.051
2026-04-26T18:45:00,1.046
2026-04-26T19:00:00,1.034
2026-04-26T19:15:00,1.03
2026-04-26T19:30:00,1.015
2026-04-26T19:45:00,1.007
2026-04-26T20:00:00,0.99
2026-04-26T20:15:00,0.988
2026-04-26T20:30:00,0.981
2026-04-26T20:45:00,0.977
2026-04-26T21:00:00,0.964
2026-04-26T21:15:00,0.961
2026-04-26T21:30:00,0.963
2026-04-26T21:45:00,0.988
2026-04-26T22:00:00,0.988
2026-04-26T22:15:00,0.983
2026-04-26T22:30:00,0.972
2026-04-26T22:45:00,0.97
2026-04-26T23:00:00,0.97
2026-04-26T23:15:00,0.97
2026-04-26T23:30:00,0.97
2026-04-26T23:45:00,0.966
2026-04-27T00:00:00,0.961
2026-04-27T00:15:00,0.959
2026-04-27T00:30:00,0.954
2026-04-27T00:45:00,0.952
2026-04-27T01:00:00,0.952
2026-04-27T01:15:00,0.95
2026-04-27T01:30:00,0.943
2026-04-27T01:45:00,0.943
2026-04-27T02:00:00,0.943
2026-04-27T02:15:00,0.943
2026-04-27T02:30:00,0.943
2026-04-27T02:45:00,0.943
2026-04-27T03:00:00,0.952
2026-04-27T03:15:00,0.986
2026-04-27T03:30:00,0.982
2026-04-27T03:45:00,0.972
2026-04-27T04:00:00,0.97
2026-04-27T04:15:00,0.97
2026-04-27T04:30:00,0.968
2026-04-27T04:45:00,0.953
2026-04-27T05:00:00,0.952
2026-04-27T05:15:00,0.952
2026-04-27T05:30:00,0.952
2026-04-27T05:45:00,0.952
2026-04-27T06:00:00,0.952
2026-04-27T06:15:00,0.952
2026-04-27T06:30:00,0.952
2026-04-27T06:45:00,0.952
2026-04-27T07:00:00,0.952
2026-04-27T07:15:00,0.954
2026-04-27T07:30:00,0.987
2026-04-27T07:45:00,0.992
2026-04-27T08:00:00,1.006
2026-04-27T08:15:00,1.012
2026-04-27T08:30:00,1.025
2026-04-27T08:45:00,1.037
2026-04-27T09:00:00,1.059
2026-04-27T09:15:00,1.069
2026-04-27T09:30:00,0.957
2026-04-27T09:45:00,0.653
2026-04-27T10:00:00,0.66
2026-04-27T10:15:00,0.674
2026-04-27T10:30:00,0.68
2026-04-27T10:45:00,0.686
2026-04-27T11:00:00,0.691
2026-04-27T11:15:00,0.697
2026-04-27T11:30:00,0.7
2026-04-27T11:45:00,0.701
2026-04-27T12:00:00,0.705
2026-04-27T12:15:00,0.709
2026-04-27T12:30:00,0.715
2026-04-27T12:45:00,0.724
2026-04-27T13:00:00,0.736
2026-04-27T13:15:00,0.736
2026-04-27T13:30:00,0.736
2026-04-27T13:45:00,0.736
2026-04-27T14:00:00,0.736
2026-04-27T14:15:00,0.736
2026-04-27T14:30:00,0.736
2026-04-27T14:45:00,0.736
2026-04-27T15:00:00,0.736
2026-04-27T15:15:00,0.736
2026-04-27T15:30:00,0.736
2026-04-27T15:45:00,0.736
2026-04-27T16:00:00,0.736
2026-04-27T16:15:00,0.727
2026-04-27T16:30:00,0.718
2026-04-27T16:45:00,0.716
2026-04-27T17:00:00,0.71
2026-04-27T17:15:00,0.709
2026-04-27T17:30:00,0.709
2026-04-27T17:45:00,0.709
2026-04-27T18:00:00,0.708
2026-04-27T18:15:00,0.7
2026-04-27T18:30:00,0.701
2026-04-27T18:45:00,0.693
2026-04-27T19:00:00,0.683
2026-04-27T19:15:00,0.676
2026-04-27T19:30:00,0.674
2026-04-27T19:45:00,0.657
2026-04-27T20:00:00,0.638
2026-04-27T20:15:00,0.632
2026-04-27T20:30:00,0.629
2026-04-27T20:45:00,0.618
2026-04-27T21:00:00,0.611
2026-04-27T21:15:00,0.611
2026-04-27T21:30:00,0.604
2026-04-27T21:45:00,0.601
2026-04-27T22:00:00,0.593
2026-04-27T22:15:00,0.581
2026-04-27T22:30:00,0.575
2026-04-27T22:45:00,0.575
2026-04-27T23:00:00,0.575
2026-04-27T23:15:00,0.575
2026-04-27T23:30:00,0.574
2026-04-27T23:45:00,0.566
2026-04-28T00:00:00,0.563
2026-04-28T00:15:00,0.558
2026-04-28T00:30:00,0.557
2026-04-28T00:45:00,0.557
2026-04-28T01:00:00,0.557
2026-04-28T01:15:00,0.557
2026-04-28T01:30:00,0.557
2026-04-28T01:45:00,0.557
2026-04-28T02:00:00,0.557
2026-04-28T02:15:00,0.557
2026-04-28T02:30:00,0.557
2026-04-28T02:45:00,0.557
2026-04-28T03:00:00,0.557
2026-04-28T03:15:00,0.554
2026-04-28T03:30:00,0.549
2026-04-28T03:45:00,0.548
2026-04-28T04:00:00,0.548
2026-04-28T04:15:00,0.548
2026-04-28T04:30:00,0.548
2026-04-28T04:45:00,0.548
2026-04-28T05:00:00,0.548
2026-04-28T05:15:00,0.548
2026-04-28T05:30:00,0.548
2026-04-28T05:45:00,0.548
2026-04-28T06:00:00,0.548
2026-04-28T06:15:00,0.548
2026-04-28T06:30:00,0.548
2026-04-28T06:45:00,0.548
2026-04-28T07:00:00,0.548
2026-04-28T07:15:00,0.55
2026-04-28T07:30:00,0.557
2026-04-28T07:45:00,0.561
2026-04-28T08:00:00,0.568
2026-04-28T08:15:00,0.575
2026-04-28T08:30:00,0.575
2026-04-28T08:45:00,0.597
2026-04-28T09:00:00,0.602
2026-04-28T09:15:00,0.608
2026-04-28T09:30:00,0.623
2026-04-28T09:45:00,0.629
2026-04-28T10:00:00,0.638
2026-04-28T10:15:00,0.652
2026-04-28T10:30:00,0.674
2026-04-28T10:45:00,0.673
2026-04-28T11:00:00,0.682
2026-04-28T11:15:00,0.683
2026-04-28T11:30:00,0.689
2026-04-28T11:45:00,0.693
2026-04-28T12:00:00,0.699
2026-04-28T12:15:00,0.701
2026-04-28T12:30:00,0.709
2026-04-28T12:45:00,0.709
2026-04-28T13:00:00,0.709
2026-04-28T13:15:00,0.709
2026-04-28T13:30:00,0.72
2026-04-28T13:45:00,0.727
2026-04-28T14:00:00,0.727
2026-04-28T14:15:00,0.727
2026-04-28T14:30:00,0.727
2026-04-28T14:45:00,0.729
2026-04-28T15:00:00,0.736
2026-04-28T15:15:00,0.736
2026-04-28T15:30:00,0.734
2026-04-28T15:45:00,0.731
2026-04-28T16:00:00,0.73
2026-04-28T16:15:00,0.732
